Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2021-03-24,85.0206298828125,85.88139694478639,83.56708297632835,83.63204150173769,11026800
2021-03-25,85.32108306884766,85.47537272463515,82.88496191199995,83.51835242152012,11138200
2021-03-26,87.27810668945312,87.3268271319215,85.55657877617563,86.51478671543948,9820200
2021-03-29,86.82337951660156,87.31872477852559,85.83268899275352,86.4011211303175,7542300
2021-03-30,86.01944732666016,86.75028498951505,85.74335034496957,86.12501035753698,6284600
2021-03-31,85.09371948242188,86.25493757351147,84.93942981443121,85.71087195900759,8954400
2021-04-01,85.87326049804688,85.96258542540066,84.62271771046947,85.47536249143725,8515800
2021-04-05,84.86634826660156,85.93824140144942,84.59025129492572,85.85703859638366,8692700
2021-04-06,84.11112976074219,85.32919012385068,84.00556056423254,84.65519523604056,8125100
2021-04-07,84.60649871826172,84.915071867133,83.85130083186098,84.0218285874512,7699300
2021-04-08,83.65640258789062,84.14363180344577,82.88496665555637,84.06242280393535,8283000
2021-04-09,83.5751953125,84.19234774257596,82.90932244162579,83.73760710745499,7163700
2021-04-12,82.64945220947266,84.33849734597484,82.43020407707462,84.18420772238444,7845900
2021-04-13,83.02299499511719,83.31532998627478,82.25155922118084,82.47080736686125,6829900
2021-04-14,84.67144775390625,85.53221477014445,83.31534180527932,83.35594630245735,10194800
2021-04-15,83.98121643066406,84.67144952953036,83.5833183705561,84.46032348683111,7860500
2021-04-16,83.60768127441406,84.74453910658386,83.17730084114574,84.28979845186664,7459700
2021-04-19,83.85128784179688,84.31415059108664,82.99864300055862,83.85940378458402,7068700
2021-04-20,82.2840576171875,83.63204149888077,81.61818471759466,83.50211825268978,9783800
2021-04-21,83.42091369628906,83.63203974133465,81.31772582159151,81.4720154813666,8264400
2021-04-22,81.97547149658203,83.53459368928281,81.91051297655903,83.53459368928281,9899400
2021-04-23,82.46269989013672,82.96616094129912,81.78870491381316,82.09727801598935,6756000
2021-04-26,82.43834686279297,83.37219465453855,82.22722079851304,82.23533674264728,5639700
2021-04-27,83.39653778076172,83.72135514548019,82.4302140198286,82.6738223968355,6898900
2021-04-28,85.4428939819336,85.96259935509295,83.9406204440393,84.0786658285461,8718400
2021-04-29,86.80712890625,87.41615926874186,85.87328111135368,86.41734674828922,9740300
2021-04-30,83.6969985961914,85.58093195968998,83.61579580029623,85.2479986379069,13730000
2021-05-03,85.6946029663086,85.84889258980219,83.81879205067662,84.43594434927584,7938100
2021-05-04,86.16560363769531,86.4904210228155,85.14243104294846,86.0437963438532,8704300
2021-05-05,88.47991180419922,88.9508966728592,86.74214602916153,86.96139418781308,12872400
2021-05-06,88.52864074707031,88.61796568575707,87.22937735986734,88.4717981674857,9654900
2021-05-07,89.34066772460938,89.86849513886058,87.4567345471805,87.77342975665611,10273000
2021-05-10,88.97526550292969,91.8498892340324,88.9346610051794,90.49378326629338,13586500
2021-05-11,86.64471435546875,88.98339483860588,86.24681626591496,88.5611303312052,12754800
2021-05-12,87.18876647949219,89.44623745072306,86.6609390621368,86.88830934767435,11661900
2021-05-13,86.62847137451172,87.59480144702822,85.62154299863316,86.13312622770718,9706300
2021-05-14,88.8940658569336,89.17827876514048,87.53795984107738,87.53795984107738,9124100
2021-05-17,89.982177734375,90.03902030381639,88.48802665455817,88.58546751910032,12692900
2021-05-18,87.27788543701172,89.64518690263876,87.10527029306932,89.54655326107923,12759900
2021-05-19,84.828369140625,85.72433097818188,83.81733682761627,85.33799921243246,14762700
2021-05-20,85.1242904663086,85.5435022373243,83.81734460595948,84.72152181560648,9706300
2021-05-21,85.58460235595703,86.47233643065536,85.22292896957556,85.56815923591451,10352800
2021-05-24,86.8011474609375,86.99842104298659,85.48597979525334,86.26685883297434,6785600
2021-05-25,85.37911987304688,86.81758579994558,85.16540317939636,86.66140749252246,7884000
2021-05-26,85.58460235595703,86.2339676309543,85.20649212074588,85.91338950225347,9232400
2021-05-27,84.67220306396484,86.23396708381509,84.31052967987813,85.58460181293795,11703400
2021-05-28,85.31336212158203,85.58461720844215,84.62289519786661,85.17362693303491,7278200
2021-06-01,87.66421508789062,88.30535882702111,86.55454274930226,86.55454274930226,10260600
2021-06-02,88.83963775634766,89.234184812572,87.30253224380881,88.12451259402398,9141800
2021-06-03,88.43687438964844,88.84786461829344,87.59023552203385,88.41221597932386,8809300
2021-06-04,89.14376068115234,89.32459734984566,88.12450686904052,88.97114557136653,6699300
2021-06-07,88.5683822631836,89.34926108323715,88.4204255500857,89.07801233523465,6748600
2021-06-08,89.37393188476562,89.57942698530235,87.37651925670015,88.48619154535591,10559500
2021-06-09,88.59304809570312,90.03151382147247,88.48619289942546,89.64518202315749,10146900
2021-06-10,89.11090087890625,90.62334185063024,88.15740057578316,89.64518313815275,13526200
2021-06-11,88.69991302490234,89.57121029172737,88.65881149407684,89.46434882006633,7731700
2021-06-14,88.74922943115234,89.56298831375561,87.81217222786056,88.92184457163103,9051900
2021-06-15,90.6644287109375,90.81238541433758,89.09444334312491,89.11088646084266,10540200
2021-06-16,90.1466064453125,90.83707337624747,89.5136841739016,90.44251994839692,9283300
2021-06-17,88.0094223022461,90.4013877634363,79.16491333914058,89.79311788261548,14337800
2021-06-18,84.68863677978516,87.35185143088728,84.59000314865595,86.51343421022622,22284500
2021-06-21,87.17102813720703,87.4916000069876,85.42842734743557,85.56816251709108,13591500
2021-06-22,87.45870971679688,87.91901670191712,85.74076753953771,86.57919100096366,10230100
2021-06-23,87.35185241699219,88.8807364288799,87.31897872038638,88.24781429420977,7792800
2021-06-24,88.0669937133789,88.59306075226094,87.42584990169229,88.0669937133789,8724600
2021-06-25,88.19850158691406,88.8232021909288,87.7710682565746,88.43687039008029,8102300
2021-06-28,85.47773742675781,87.95190011105505,85.20648866917237,87.91079858382653,11348400
2021-06-29,85.28868865966797,86.28328419811618,85.16539034455842,85.9709276303436,7225500
2021-06-30,86.09423065185547,86.2093074132584,85.25581335146087,85.35444699197015,7927500
2021-07-01,87.30253601074219,88.03409805230217,86.91620422607761,87.91079974020734,10873200
2021-07-02,87.18746185302734,87.45871689346565,86.34082303397403,86.88332684363779,7107700
2021-07-06,85.47773742675781,87.1052613283333,84.98455045607852,87.1052613283333,10162800
2021-07-07,84.6064453125,86.22574775154406,83.94064317569601,85.45308414601938,8245000
2021-07-08,84.3351821899414,84.73795080327729,83.20085157084321,83.43100506417801,8695500
2021-07-09,85.54351043701172,85.67503032727548,84.13792453368877,85.0421018300048,8567900
2021-07-12,85.71611785888672,86.32438161846385,84.8612574629122,85.12429094850336,9898600
2021-07-13,85.42842864990234,85.96271719808692,84.8448232813729,85.4859670307091,6738000
2021-07-14,83.81733703613281,86.57096994595501,83.61184194926231,85.88050946425209,9216600
2021-07-15,83.2666244506836,84.04750339180427,82.89672947498434,83.06112933236622,9665700
2021-07-16,81.06370544433594,83.58718490128675,80.8253303871449,83.53786181521147,12199100
2021-07-19,78.87724304199219,79.69100192961851,77.6935891900171,78.76216628096273,17385500
2021-07-20,79.34576416015625,80.58695627553801,78.12923672370776,78.81969722473866,12114600
2021-07-21,82.05007934570312,82.58436783434512,80.30747872356363,80.5376384923542,11478100
2021-07-22,81.22809600830078,81.713067664321,80.46365405009539,81.70484610507667,7694300
2021-07-23,81.260986328125,81.47470299722337,80.50476583280835,81.21166950879962,7570800
2021-07-26,82.97891998291016,83.2337381747478,81.73773407755927,81.75417092644581,10227500
2021-07-27,82.69944763183594,82.7898659765338,81.32674188409594,82.2391406197106,8332100
2021-07-28,83.16796875,83.68581409222986,82.42818521023439,82.9378152645645,8546100
2021-07-29,84.3105239868164,84.56533588773709,83.7926786255611,84.15434571401347,8681300
2021-07-30,83.68582916259766,85.52706992008144,82.83096872616873,84.71330474418819,12295300
2021-08-02,83.5378646850586,85.46952361637818,83.48032630867117,83.9077596228744,8911800
2021-08-03,84.3351821899414,84.59000036145837,82.74875987235534,83.50498028508747,8437300
2021-08-04,82.44464111328125,83.75980857058073,82.28024126161061,82.55971787384414,10389800
2021-08-05,83.20906829833984,84.19544214712866,82.74875506718801,82.97069325945328,7986100
2021-08-06,83.8009033203125,84.31875501090842,83.51321142065537,83.85844170024393,6475600
2021-08-09,82.4035415649414,83.3323772321763,82.14050806715372,82.94605168168599,9243100
2021-08-10,83.90776824951172,84.10504180723441,82.67479753912153,82.80631115386555,9762600
2021-08-11,84.5406723022461,84.63931219553412,83.51319693087409,83.87487026838487,7079800
2021-08-12,84.3680648803711,84.86947340898803,83.66116125875419,84.54890156560508,7377600
2021-08-13,83.80911254882812,84.28586263880328,83.54607909767151,84.03105074677373,6572600
2021-08-16,82.95427703857422,83.18443059316874,82.12408118396027,82.88030179797485,9476600
2021-08-17,82.79808807373047,83.57896694168414,81.89390462088382,82.36243319589856,10937500
2021-08-18,80.55714416503906,82.82307526514596,80.43218987006183,82.21494317704773,12893600
2021-08-19,78.5494613647461,79.39918229091825,77.35818177377854,78.9826510542969,17423400
2021-08-20,78.55778503417969,79.04095638455686,77.6497437343147,77.90799103846126,9707600
2021-08-23,80.5821304321289,80.80705448829306,80.02397378208849,80.04896463768875,10277800
2021-08-24,81.50682067871094,82.14828227423851,81.13194514785262,81.22358251864226,8924900
2021-08-25,82.06497955322266,82.23992189612923,80.57379708091028,80.99032828471502,9342300
2021-08-26,80.9903335571289,82.24825965412262,80.97366874866526,81.73175863970665,8124800
2021-08-27,82.17327880859375,82.85638975712061,81.68177501835119,81.75674758740024,10281200
2021-08-30,81.96502685546875,82.73144290478645,81.61514209674934,82.54816812000111,8127200
2021-08-31,80.61546325683594,81.98169173850329,80.50716740925975,81.75676128215483,15676900
2021-09-01,79.73242950439453,80.86539527419968,79.5324962378889,80.69045287153676,10557300
2021-09-02,81.3985366821289,81.96501944032501,80.4321874803606,80.50716005511944,12340100
2021-09-03,81.21525573730469,81.99833646707533,81.12361836017145,81.14028316824769,9097000
2021-09-07,80.85704803466797,81.6234704012421,80.59046827630911,80.82372477040276,9237800
2021-09-08,80.29889678955078,82.03166837800951,80.26557352564626,81.22359670667238,10775900
2021-09-09,79.9739990234375,81.32356254503247,79.43250713389716,79.88236164109549,10219400
2021-09-10,80.0323257446289,81.39021552877372,79.88237421861952,81.30691053782704,11006000
2021-09-13,81.61514282226562,82.23160735821746,80.85705281587144,80.98201347531437,11500900
2021-09-14,80.140625,82.25660490985854,79.9573565544412,81.95670184510608,15294100
2021-09-15,81.84004974365234,82.08163860632082,80.79872172650981,80.79872172650981,11623400
2021-09-16,81.07364654541016,82.13163317998368,80.73209420729285,81.9067090895906,10616700
2021-09-17,80.60713195800781,81.95668918516257,80.28223808067331,80.89870257154355,16006100
2021-09-20,78.9576644897461,79.34920489037917,77.73306157057885,78.84103624561233,15796100
2021-09-21,79.01598358154297,79.88236941800156,78.33287252761102,79.61578964953453,10958400
2021-09-22,81.34022521972656,82.28991599895639,80.17393640228701,80.17393640228701,13292800
2021-09-23,83.35624694824219,83.53118934251874,81.43187425543634,81.84007317541499,10094900
2021-09-24,83.80608367919922,84.1143190828962,83.01467687058133,83.01467687058133,8225300
2021-09-27,85.78044891357422,86.45522752259983,85.46388108750283,85.46388108750283,12697500
2021-09-28,86.10533905029297,87.37992363678626,85.70546626052919,86.5635259598387,15560800
2021-09-29,86.08035278320312,86.83843638079644,85.25561630203858,85.98038299149032,10268100
2021-09-30,84.51417541503906,86.18030016530705,84.51417541503906,86.15530931097487,15319800
2021-10-01,86.9134292602539,87.08837165700176,84.87242192000153,85.15566653075786,10854900
2021-10-04,87.23831176757812,88.18800257171974,86.7301431006192,87.47156826603215,13305400
2021-10-05,88.18799591064453,89.77914196535117,87.82144638032445,88.33794741343344,13017300
2021-10-06,87.41326141357422,87.76314619036316,86.28862814203069,86.78846444540966,10630100
2021-10-07,88.03804016113281,88.55454116932715,87.65483219599331,87.97972604373685,8830900
2021-10-08,90.01242065429688,90.3289821689296,88.80447601471762,88.97941840615388,10586700
2021-10-11,89.2459716796875,91.32862765765263,89.07102934022983,91.27031354450007,9794800
2021-10-12,89.26265716552734,89.62087433095321,88.44625303649985,89.129364101293,9085000
2021-10-13,89.79580688476562,90.25398744246635,88.7044970527601,88.94607958266349,9220700
2021-10-14,90.64554595947266,90.93712297495082,90.06240464004372,90.70386009141555,7648600
2021-10-15,91.31197357177734,91.66185826741986,91.16202207996456,91.44526025574318,9968100
2021-10-18,91.27032470703125,91.97843291075168,90.77048848234105,91.82014900322417,10677400
2021-10-19,93.05308532714844,93.05308532714844,91.47027154916289,91.77017457895789,10362800
2021-10-20,94.26935577392578,94.2776818227965,92.28666295154424,92.54491029331159,10811400
2021-10-21,93.0864028930664,93.9777795226713,92.36164257857051,93.89447454299807,9372600
2021-10-22,93.96945190429688,94.03609207346493,92.84481245232266,93.48627413219442,8673800
2021-10-25,94.84416961669922,95.26070088981231,94.38598902973251,94.57758985613735,9579800
2021-10-26,95.05243682861328,95.46896810862978,94.56093296896002,94.95247338909759,7463000
2021-10-27,93.36131286621094,94.61923900392084,93.01142814629557,94.31933599948984,9096100
2021-10-28,94.23603057861328,94.3609848667366,92.95311358919416,92.95311358919416,7538200
2021-10-29,95.37731170654297,96.04376416402735,94.26101114938255,95.66055622549042,15294200
2021-11-01,95.41065216064453,95.8771651515052,95.0107856986962,95.82718343270237,11213800
2021-11-02,94.82750701904297,95.12741003104186,94.31100597487543,95.11907762633007,9189700
2021-11-03,94.14439392089844,94.36098559248629,93.27800816725981,93.52792310119095,10416000
2021-11-04,94.56092834472656,95.1857252341974,94.06109210430242,95.1524019707341,9673000
2021-11-05,95.58558654785156,95.84384023687393,94.91080797732695,95.19404616790094,8102100
2021-11-08,95.9271469116211,96.62691635184945,95.54393892924428,95.87715884034593,7695900
2021-11-09,96.63524627685547,96.73521606107835,95.35232931359195,96.02710787875021,10945900
2021-11-10,95.09408569335938,96.81019241036729,94.68588684777022,96.43531682748619,10305100
2021-11-11,95.1024169921875,95.52727428630946,94.61090681766198,94.6358976754618,7317500
2021-11-12,95.1607437133789,95.22738389108207,94.62757780141087,94.80252654070101,8682800
2021-11-15,97.31836700439453,97.42666284800643,95.19405495593038,95.76053774513663,11050400
2021-11-16,97.70157623291016,98.36802882466849,97.35169148233035,97.55995712278447,10566300
2021-11-17,97.26337432861328,98.19876166687666,96.6229339250545,96.79989822834476,11108000
2021-11-18,96.44595336914062,97.22965602058615,95.5695606504589,96.7830309535983,8368600
2021-11-19,94.30553436279297,95.35046919725674,93.62295041506557,94.81114757758377,13532600
2021-11-22,95.99092864990234,97.06957203103954,94.25498093098933,94.39823684865438,9947100
2021-11-23,98.00496673583984,98.46001422213673,96.96002525758624,97.06957920325438,10366800
2021-11-24,98.75494384765625,99.43752138626206,98.32516970927949,98.43471720645665,8500900
2021-11-26,96.49653625488281,96.76619708430468,94.91227325646064,95.51901172996519,11861800
2021-11-29,96.78305053710938,98.7380932074917,96.6650743230604,98.03865820332877,12003800
2021-11-30,95.11451721191406,97.63416101767896,94.75215989435824,95.60327301180958,24451200
2021-12-01,94.46563720703125,97.80269199691449,94.45720849886618,96.86730469642973,12302700
2021-12-02,97.02742004394531,97.49932484357436,94.32238329597908,95.4347349159766,11392400
2021-12-03,96.4122543334961,98.59482034746986,95.72124172824005,98.375718946516,10445100
2021-12-06,97.92066955566406,98.97403306822163,96.95158026748761,97.71842556143478,9833900
2021-12-07,99.37010192871094,99.99369777695854,98.79707190253963,98.79707190253963,11419600
2021-12-08,99.81671905517578,100.49930295020104,99.15099900512082,99.76615966636663,8827900
2021-12-09,99.55548858642578,99.9431255750882,99.08358380530986,99.31110748785633,8334700
2021-12-10,99.72402954101562,100.44874416773503,98.48527942388532,100.22122047293745,9090700
2021-12-13,97.65100860595703,99.31111052791279,97.42348491644573,98.98246162682943,8533000
2021-12-14,97.93753051757812,98.52741153427587,97.30551238716446,97.53303608525619,12245300
2021-12-15,97.38134002685547,98.02178679055386,96.0246074187521,98.02178679055386,11069500
2021-12-16,98.29145812988281,99.5976314911677,97.68471970216909,97.91224982717215,11344700
2021-12-17,95.72966766357422,98.13976371660317,95.67067956839743,97.68470994128789,22727900
2021-12-20,95.77181243896484,95.8223718305292,93.31115680144889,94.26339510816152,13464400
2021-12-21,97.30549621582031,97.81110935027847,96.31112093205732,96.42909711579023,11368200
2021-12-22,97.86167907714844,98.32516158309494,96.4122563196495,97.2633693880669,8345200
2021-12-23,98.09765625,99.37011495123784,98.08922754034587,98.18192405887602,7416600
2021-12-27,100.10326385498047,100.12854355610125,97.25497061244896,97.81114332477242,7745500
2021-12-28,99.90941619873047,100.56671397437152,99.47121982470989,99.99369041958323,6516000
2021-12-29,99.3954086303711,99.98529623391094,98.83923587018948,99.50496258361758,6957400
2021-12-30,98.9571762084961,100.01896836632635,98.88133069689808,99.54705716883497,6016000
2021-12-31,98.88976287841797,99.51335226256987,98.70436987602187,98.91504257343189,5706600
2022-01-03,100.49932098388672,100.86167833688816,98.83921884174576,98.94876634689633,10717700
2022-01-04,102.32795715332031,102.79143972412675,100.83639707592566,101.08077178138207,16413100
2022-01-05,102.99368286132812,104.35883800508577,102.86727794044133,103.0105338504764,15487100
2022-01-06,103.87008666992188,104.76333700557699,102.50492503778909,104.17345592150694,13318500
2022-01-07,105.36162567138672,105.79139976315469,103.60882733131609,104.1144469353821,14164600
2022-01-10,105.4290542602539,105.91781650323205,104.37569068274296,105.46276266624079,12626100
2022-01-11,107.8391342163086,107.86441390964346,105.19308582692527,106.06105625392921,14609000
2022-01-12,107.2998275756836,108.22677979650108,106.57511292965584,107.85600019401828,12469200
2022-01-13,106.85320281982422,107.94870350131211,106.55825587765526,107.1397146240534,9691300
2022-01-14,108.67342376708984,108.87566135302657,106.81949993560679,106.81949993560679,13281000
2022-01-18,109.02735137939453,109.54981561609274,107.75488633628719,109.28858349774364,12905500
2022-01-19,108.63127899169922,109.6762074012154,108.31947463795883,109.50767180533619,12064300
2022-01-20,108.24363708496094,110.27452511900198,107.76330355774449,108.09195890404928,11370400
2022-01-21,106.9458999633789,108.20150111343588,106.37286992229548,107.66218590742793,13055700
2022-01-24,107.17341613769531,107.63689864910906,103.51613472466664,104.87286742620076,19513700
2022-01-25,111.73238372802734,111.85879507852633,105.56388657604865,107.12286988977041,19984500
2022-01-26,111.81665802001953,113.51889724510721,110.889692882981,111.99361590899059,17266500
2022-01-27,114.0750503540039,115.44864048321342,112.57506174720388,113.2997763550858,20654100
2022-01-28,110.06385803222656,111.28575725520108,107.9234288220488,109.54981607323751,24817800
2022-01-31,110.67057800292969,111.11720307281347,108.98519649893339,109.70991105998942,16401800
2022-02-01,113.58628845214844,114.38685500720305,109.97957281942296,110.2492400502711,16169700
2022-02-02,114.10877990722656,114.43742884979946,111.9093561043331,113.21552959451265,10906700
2022-02-03,113.08911895751953,114.05822123114413,112.23800575686826,113.63687577090117,9447700
2022-02-04,114.50484466552734,115.44865436755309,113.77169483200689,113.77169483200689,13034700
2022-02-07,116.75481414794922,117.49637331606124,113.6200033100809,114.04977099359269,18422500
2022-02-08,114.97674560546875,116.6536922255288,113.7716909619268,116.44301950574699,11021600
2022-02-09,116.11436462402344,116.57784715546906,114.69022791240573,115.21269211597622,10140800
2022-02-10,114.63965606689453,116.95705587388272,114.09191216498311,115.92054974239352,11012700
2022-02-11,116.97391510009766,117.50481445151974,114.84190827337106,115.33067051050787,12821200
2022-02-14,115.17053985595703,116.33345717129133,113.80538499600114,116.24076067719308,15945000
2022-02-15,114.32752227783203,114.82141602857035,112.55632113521818,113.32271336640912,11746800
2022-02-16,114.36157989501953,115.94544142571159,113.90174200260878,114.91507451329906,11348800
2022-02-17,113.7740249633789,114.60001809708626,112.78623748484029,114.25088429965483,10073900
2022-02-18,113.61224365234375,114.029502116175,112.44564028558807,113.10132844491035,10691800
2022-02-22,112.7436752319336,116.66075693969528,111.14279192844931,116.66075693969528,19428700
2022-02-23,115.426025390625,115.87733967449678,112.87992105862966,113.19498608872475,16134200
2022-02-24,114.82994842529297,117.7081391307995,112.16462930778124,117.45267503438458,22108900
